Entrez	symbol	score	cor
11677	Akr1b3	1.72926799620085	0.89951652078816
110446	Acat1	1.29420673344074	0.856202306804619
52538	Acaa2	1.29461491724259	0.8536027960586
67680	Sdhb	1.31361716219917	0.850648830392719
15108	Hsd17b10	1.33776658694641	0.841746938134427
56752	Aldh9a1	1.1137263007888	0.827550569308607
26922	Mecr	1.0533851080244	0.80726549320178
15356	Hmgcl	0.812927990724511	0.797243682997179
18041	Nfs1	0.648001555773268	0.782357001342706
109801	Glo1	0.368050399164102	0.776925520203993
93747	Echs1	0.496183156670861	0.752534136044515
14194	Fh1	0.33445596665416	0.744059065977448
13177	Eci1	0.60512214163015	0.737033712186583
66447	Mgst3	0.347591829709937	0.729612606965945
625249	Gpx4	0.483627394948429	0.713929128703546
235339	Dlat	0.242976446817798	0.71148034665783
66071	Ethe1	0.249934916531782	0.708443430433923
14854	Gss	0.348057313080373	0.685743477861272
12896	Cpt2	0.236715593117841	0.660529924198898
68636	Fahd1	-0.323654168634591	0.499401430424487
76282	Gpt	-0.686169493257951	0.356397694860253
110175	Ggct	-1.10658266122752	0.13866010107665
